0.060000	2.590000	63.000
0.060000	0.920000	79.000
0.060000	0.440000	72.000
0.060000	0.440000	43.000
0.060000	0.440000	36.000
0.490000	2.590000	39.000
0.490000	0.920000	75.000
0.490000	0.920000	70.000
0.970000	1.790000	79.000
0.970000	1.790000	75.000
0.970000	1.790000	70.000
1.840000	2.590000	75.000
1.840000	2.080000	79.000
1.840000	2.080000	70.000
2.130000	2.590000	79.000
2.130000	2.590000	70.000
2.640000	3.100000	69.000
2.640000	3.100000	65.000
2.640000	3.100000	60.000
2.640000	3.100000	29.000
3.150000	4.110000	36.000
3.150000	3.980000	58.000
3.150000	3.510000	67.000
3.150000	3.510000	63.000
3.150000	3.510000	53.000
3.560000	3.980000	63.000
3.660000	4.110000	48.000
3.660000	3.980000	91.000
3.660000	3.980000	51.000
4.030000	4.880000	58.000
4.030000	4.390000	63.000
4.160000	4.630000	48.000
4.160000	4.390000	70.000
4.160000	4.390000	53.000
4.440000	4.630000	55.000
4.550000	4.880000	63.000
4.550000	4.630000	36.000
4.680000	5.000000	75.000
4.680000	5.000000	70.000
4.680000	5.000000	39.000
4.930000	5.520000	48.000
4.930000	5.140000	53.000
5.050000	5.650000	67.000
5.050000	5.140000	41.000
5.190000	6.060000	70.000
5.190000	5.520000	60.000
5.190000	5.520000	55.000
5.190000	5.520000	39.000
5.190000	5.520000	24.000
5.570000	5.890000	63.000
5.570000	5.650000	48.000
5.700000	6.160000	67.000
5.700000	5.890000	58.000
5.940000	6.060000	63.000
5.940000	6.060000	58.000
5.940000	6.060000	36.000
5.940000	6.060000	25.000
6.210000	6.530000	46.000
6.450000	6.530000	34.000
6.580000	6.910000	63.000
6.580000	6.660000	36.000
6.710000	7.040000	39.000
6.710000	7.040000	36.000
7.090000	7.170000	41.000
7.470000	7.550000	24.000
7.600000	7.920000	63.000
7.600000	7.680000	48.000
7.730000	8.100000	48.000
7.970000	9.200000	67.000
7.970000	8.440000	70.000
7.970000	8.100000	63.000
7.970000	8.100000	36.000
8.150000	8.190000	48.000
8.240000	9.200000	48.000
8.240000	8.440000	75.000
8.490000	8.560000	46.000
8.490000	8.560000	36.000
8.610000	8.950000	36.000
8.750000	8.950000	39.000
9.000000	9.200000	53.000
9.120000	9.450000	41.000
9.250000	9.580000	36.000
9.760000	10.120000	36.000
10.170000	10.220000	55.000
10.270000	10.730000	79.000
10.270000	10.590000	34.000
10.520000	10.970000	55.000
10.640000	10.730000	36.000
10.780000	10.970000	39.000
11.020000	11.360000	60.000
11.020000	11.230000	53.000
11.150000	11.610000	41.000
11.410000	11.610000	36.000
11.530000	11.610000	77.000
11.660000	11.740000	77.000
11.790000	11.990000	76.000
11.790000	11.990000	55.000
12.040000	12.230000	67.000
